Content ID,Content Type,Genre,Release Date,Time of Day,Day of the Week,Duration (mins),Viewership,Average Watch Time (mins),Peak Viewership Time,Peak Viewership Day,Viewer Age,Viewer Gender,Viewer Location,Likes,Shares,Comments,User Ratings,Seasonality,Content Popularity,Competitor Content,Promotion Data,Subscription Data
591,Movie,Romance,07-11-2024,03:03 PM,Thursday,179,38625,60,11:58 PM,Saturday,45-54,Male,USA,1228,1195,1490,1,Winter,Medium,Similar Movie A,Online Ads,1509
592,Documentary,Sci-Fi,09-08-2024,02:42 AM,Monday,80,39212,38,02:11 PM,Sunday,18-24,Female,USA,1439,1226,1127,3.9,Spring,Medium,Similar Thriller H,Print Media,14340
593,Series,History,07-09-2024,06:42 PM,Wednesday,292,51113,83,06:00 AM,Friday,45-54,Female,USA,1729,573,961,1,Spring,Medium,Similar Thriller H,30% off,9999
594,Documentary,Drama,08-03-2024,07:40 PM,Tuesday,50,61028,52,05:18 PM,Saturday,45-54,Female,Germany,406,893,1267,3.6,Spring,Medium,Similar Thriller H,Social Media,1128
595,Series,Comedy,7/26/2024,10:21 AM,Saturday,1184,97839,26,11:30 AM,Saturday,35-44,Female,India,2346,1495,1324,3.7,Summer,Low,Similar Series B,Print Media,7423
596,Series,Action,08-08-2024,09:27 PM,Saturday,695,80968,50,03:45 AM,Sunday,45-54,Male,Australia,1133,515,1374,3.8,Fall,Low,Similar Romance F,Social Media,3678
597,Documentary,Thriller,07-09-2024,11:51 AM,Monday,67,74938,36,01:28 AM,Tuesday,18-24,Male,Canada,2856,1555,1093,2.3,Fall,High,Similar History G,Social Media,231
598,Documentary,Fantasy,8/20/2024,10:28 AM,Sunday,45,67756,35,10:11 PM,Friday,35-44,Male,France,2064,918,284,3.4,Spring,Low,Similar Thriller H,Print Media,6436
599,Movie,Comedy,7/13/2024,10:36 PM,Tuesday,126,35646,26,10:26 PM,Saturday,25-34,Male,France,2441,1128,1122,2.8,Fall,Low,Similar Movie A,Social Media,10500
600,Movie,Drama,09-01-2024,02:24 PM,Tuesday,159,40771,115,12:21 AM,Sunday,35-44,Female,Italy,1321,714,342,2,Spring,Low,Similar Doc C,TV Ads,13186
601,Series,Fantasy,8/17/2024,09:27 PM,Sunday,339,31319,117,03:36 PM,Friday,45-54,Female,Australia,1392,1173,803,1.7,Winter,Low,Similar Movie A,Print Media,19073
602,Movie,Fantasy,8/17/2024,12:51 PM,Saturday,176,31941,107,09:40 AM,Saturday,18-24,Male,Australia,1568,1813,66,3,Spring,Low,Similar Movie A,Print Media,8744
603,Documentary,Thriller,8/15/2024,12:57 AM,Saturday,67,6227,24,04:45 PM,Saturday,45-54,Female,USA,2040,285,533,4.7,Summer,Low,Similar Series B,Social Media,4361
604,Movie,Sci-Fi,07-07-2024,10:08 AM,Sunday,191,93223,74,10:45 PM,Sunday,25-34,Female,Canada,2379,1186,1350,2.5,Spring,High,Similar Movie A,30% off,3975
605,Movie,Romance,09-01-2024,03:20 AM,Wednesday,185,13932,28,09:15 AM,Tuesday,45-54,Male,Italy,1648,1995,1438,2,Winter,Low,Similar Romance F,Online Ads,17499
606,Movie,Thriller,7/28/2024,01:56 AM,Saturday,167,46967,92,11:34 PM,Friday,25-34,Male,Italy,782,1671,1061,1.9,Winter,Low,Similar Action D,TV Ads,8930
607,Documentary,Fantasy,7/17/2024,11:42 AM,Monday,71,7059,28,12:12 PM,Saturday,35-44,Female,USA,781,1778,1364,3.4,Spring,Medium,Similar Doc C,30% off,11775
608,Documentary,History,7/28/2024,06:43 AM,Tuesday,107,96319,46,11:41 PM,Sunday,18-24,Female,UK,2088,1193,1247,1.9,Summer,High,Similar History G,Print Media,17113
609,Series,Drama,07-08-2024,03:11 AM,Monday,985,52241,50,05:55 PM,Friday,45-54,Male,France,2342,1970,1198,3.1,Winter,Medium,Similar Doc C,Print Media,13263
610,Series,Drama,7/15/2024,08:06 AM,Monday,311,20905,60,02:54 PM,Saturday,25-34,Female,India,1063,1674,786,3.7,Fall,High,Similar Action D,30% off,4228
611,Movie,Nature,09-06-2024,11:32 PM,Friday,155,9609,125,04:27 PM,Sunday,18-24,Male,Australia,2633,1135,1234,1.7,Summer,Low,Similar Thriller H,Online Ads,7275
612,Documentary,Sci-Fi,07-02-2024,02:14 PM,Sunday,116,58765,34,03:25 PM,Friday,25-34,Female,USA,1705,543,1205,2.9,Spring,Low,Similar Thriller H,TV Ads,19172
613,Movie,Sci-Fi,07-12-2024,02:42 AM,Wednesday,97,1279,39,04:37 AM,Saturday,25-34,Female,Germany,133,752,670,4.5,Summer,Medium,Similar Movie A,Email Campaign,16099
614,Movie,Fantasy,8/21/2024,10:07 AM,Tuesday,200,79809,87,01:30 AM,Saturday,25-34,Male,Canada,2428,990,1253,2,Winter,High,Similar History G,TV Ads,1605
615,Documentary,Thriller,8/22/2024,10:24 PM,Monday,112,25552,80,04:01 AM,Sunday,45-54,Male,USA,195,353,742,3.9,Winter,High,Similar Action D,Email Campaign,970
616,Series,Nature,09-06-2024,08:42 PM,Sunday,1032,92171,42,05:09 PM,Tuesday,25-34,Male,Canada,2306,1928,567,2,Fall,High,Similar Doc C,Print Media,7111
617,Documentary,Thriller,07-01-2024,09:06 AM,Monday,101,67922,71,08:59 AM,Friday,45-54,Female,UK,2903,550,1094,1.9,Spring,Low,Similar Thriller H,Email Campaign,19427
618,Movie,Thriller,8/26/2024,11:49 AM,Sunday,175,74015,132,06:09 AM,Saturday,45-54,Male,France,2894,663,1326,3.4,Winter,Medium,Similar Romance F,Print Media,9889
619,Movie,Romance,8/18/2024,06:25 PM,Monday,108,14746,44,10:47 AM,Sunday,35-44,Male,Italy,461,495,1106,3.8,Spring,High,Similar Series B,Online Ads,10178
620,Documentary,Nature,07-06-2024,12:13 PM,Saturday,70,13736,31,09:46 AM,Friday,45-54,Female,Canada,1198,1173,1239,5,Summer,Low,Similar History G,Online Ads,2070
621,Documentary,Action,09-12-2024,05:08 AM,Tuesday,100,8798,51,11:40 AM,Saturday,35-44,Female,UK,2548,1060,678,2.3,Spring,Medium,Similar Series B,Social Media,18003
622,Documentary,Action,8/26/2024,04:27 AM,Friday,61,57790,32,02:08 PM,Saturday,18-24,Female,Australia,814,115,74,3.7,Winter,Low,Similar Series B,30% off,13468
623,Series,Thriller,08-10-2024,08:55 AM,Wednesday,659,49971,33,12:53 AM,Sunday,25-34,Female,Germany,2789,364,1333,1.2,Summer,High,Similar Romance F,Print Media,1561
624,Movie,Comedy,07-12-2024,01:39 AM,Wednesday,117,28493,46,06:54 PM,Tuesday,45-54,Female,Italy,2544,99,237,4.9,Winter,Medium,Similar Series B,30% off,3939
625,Movie,Drama,8/20/2024,09:18 PM,Tuesday,109,58040,50,07:50 AM,Friday,35-44,Female,India,1550,1206,336,2.2,Spring,Low,Similar Doc C,Print Media,6589
626,Series,Fantasy,07-06-2024,05:20 AM,Friday,482,27892,37,06:58 AM,Saturday,45-54,Female,USA,2992,86,1448,3.8,Fall,High,Similar Sci-Fi E,Social Media,1842
627,Series,Fantasy,7/14/2024,11:25 AM,Sunday,784,95912,63,02:52 AM,Sunday,45-54,Male,Italy,1524,825,547,3.7,Spring,High,Similar History G,Print Media,5529
628,Series,Drama,7/15/2024,06:59 AM,Sunday,522,41153,70,05:28 AM,Friday,45-54,Male,UK,2527,1397,341,1.1,Winter,Low,Similar Doc C,Email Campaign,15685
629,Movie,Fantasy,08-07-2024,07:14 AM,Friday,94,92150,46,12:53 AM,Saturday,25-34,Female,Australia,73,737,962,2.4,Fall,Medium,Similar Doc C,30% off,13078
630,Series,Comedy,07-04-2024,05:47 PM,Tuesday,1118,85120,26,08:36 AM,Sunday,35-44,Male,UK,948,1476,491,1.6,Fall,Low,Similar Series B,Email Campaign,19631
631,Series,Drama,09-07-2024,07:32 PM,Friday,687,27946,74,11:58 AM,Friday,45-54,Male,France,1218,210,1322,1,Spring,High,Similar Sci-Fi E,Print Media,4141
632,Documentary,Romance,07-01-2024,10:05 PM,Wednesday,62,21670,40,12:05 PM,Saturday,18-24,Female,Australia,2220,193,98,1,Winter,Medium,Similar Movie A,Email Campaign,18565
633,Movie,Sci-Fi,09-10-2024,08:12 AM,Sunday,114,30712,71,12:37 AM,Saturday,45-54,Female,Canada,467,495,1010,2,Summer,Medium,Similar Doc C,Social Media,13807
634,Series,Drama,07-06-2024,06:21 PM,Thursday,541,31252,119,03:28 AM,Sunday,45-54,Male,Canada,1226,160,200,2.9,Fall,Low,Similar Action D,30% off,9431
635,Movie,Drama,8/24/2024,11:43 PM,Thursday,124,68464,41,04:18 PM,Tuesday,45-54,Female,Italy,1446,1602,1054,1.1,Fall,High,Similar Sci-Fi E,TV Ads,7209
636,Documentary,Thriller,07-11-2024,08:47 AM,Saturday,125,500,50,08:14 PM,Friday,35-44,Female,USA,1644,1456,639,2.2,Summer,Medium,Similar Romance F,Online Ads,15266
637,Documentary,Drama,7/23/2024,05:46 AM,Wednesday,95,92633,28,01:33 AM,Saturday,18-24,Male,India,48,670,48,2.2,Fall,Low,Similar Movie A,Print Media,15301
638,Movie,Drama,07-04-2024,05:54 PM,Friday,156,78465,37,01:26 AM,Sunday,18-24,Female,Germany,668,1729,736,2.7,Winter,Medium,Similar Thriller H,TV Ads,4076
639,Documentary,History,8/28/2024,03:40 PM,Wednesday,69,16294,42,11:52 AM,Friday,25-34,Male,France,671,405,838,2.2,Summer,Medium,Similar Doc C,TV Ads,3236
640,Documentary,Romance,07-06-2024,09:15 PM,Thursday,58,57893,37,09:51 AM,Saturday,18-24,Female,Canada,151,1190,384,2,Spring,Medium,Similar Action D,Social Media,17882
641,Documentary,Drama,08-03-2024,02:27 AM,Monday,99,70808,70,07:54 PM,Saturday,18-24,Female,Australia,1720,1001,709,3.3,Fall,Low,Similar Movie A,Email Campaign,3613
642,Documentary,Drama,8/16/2024,06:42 AM,Friday,75,45229,31,01:30 PM,Sunday,45-54,Male,France,229,1995,861,4.7,Summer,Low,Similar Romance F,Social Media,13539
643,Series,Fantasy,8/22/2024,11:55 PM,Friday,1218,43631,92,01:03 AM,Tuesday,25-34,Male,India,2933,474,1345,3.5,Fall,High,Similar History G,TV Ads,9672
644,Series,Nature,08-08-2024,12:23 AM,Sunday,156,98080,111,07:40 AM,Friday,35-44,Female,Italy,1322,843,633,2,Summer,Low,Similar Romance F,TV Ads,14319
645,Documentary,Nature,08-02-2024,07:28 AM,Thursday,54,67446,54,05:12 PM,Saturday,45-54,Female,France,901,410,63,3,Spring,Medium,Similar History G,Print Media,10756
646,Series,Drama,08-09-2024,07:30 AM,Friday,207,92442,61,12:50 AM,Sunday,18-24,Male,Italy,2212,232,380,1.2,Spring,High,Similar History G,Online Ads,16459
647,Documentary,Thriller,08-09-2024,11:01 AM,Friday,73,36288,31,03:58 PM,Friday,18-24,Male,India,1030,1591,101,2,Winter,High,Similar Movie A,30% off,9473
648,Documentary,Drama,7/13/2024,07:06 PM,Friday,103,66853,71,01:38 PM,Saturday,45-54,Male,Italy,1877,239,1099,3.1,Winter,High,Similar History G,TV Ads,16614
649,Documentary,Nature,8/22/2024,03:25 PM,Wednesday,71,2455,26,09:11 AM,Sunday,35-44,Male,France,1724,995,1404,4.5,Fall,High,Similar Romance F,TV Ads,12808
650,Movie,Thriller,8/26/2024,07:49 PM,Monday,165,23166,44,12:18 PM,Friday,18-24,Female,India,2503,869,164,3,Spring,High,Similar Romance F,Social Media,10317
651,Movie,Nature,7/26/2024,05:54 AM,Friday,169,54919,65,08:07 PM,Saturday,45-54,Male,Canada,1512,32,148,4.6,Spring,Low,Similar Doc C,Online Ads,17438
652,Series,Sci-Fi,7/25/2024,01:59 PM,Thursday,361,27675,105,07:12 AM,Saturday,45-54,Male,UK,1300,199,98,4.9,Winter,Medium,Similar Series B,Online Ads,17474
653,Series,Drama,8/20/2024,12:40 AM,Wednesday,800,96677,40,08:01 AM,Sunday,35-44,Male,Italy,2521,1378,1249,4.6,Spring,Low,Similar Doc C,30% off,13719
654,Documentary,Romance,8/17/2024,10:48 PM,Sunday,106,68298,60,10:28 PM,Tuesday,18-24,Female,UK,906,317,583,3.2,Fall,High,Similar History G,TV Ads,10952
655,Documentary,Fantasy,8/27/2024,09:01 PM,Friday,52,97984,24,09:17 PM,Friday,25-34,Male,India,2346,330,1171,1.4,Summer,Medium,Similar Series B,Online Ads,17196
656,Documentary,Nature,7/14/2024,07:05 PM,Saturday,75,30271,48,04:47 PM,Saturday,18-24,Male,Australia,1466,874,750,3.4,Spring,Low,Similar Thriller H,Print Media,13023
657,Series,Thriller,8/21/2024,03:37 AM,Thursday,1104,239,28,06:25 AM,Sunday,25-34,Female,Canada,2461,248,863,1.7,Winter,High,Similar Doc C,Print Media,18978
658,Documentary,Fantasy,07-08-2024,08:18 PM,Monday,71,81971,42,01:04 PM,Friday,18-24,Female,UK,143,1449,1408,1.1,Spring,Medium,Similar Movie A,Print Media,10224
659,Documentary,Fantasy,8/23/2024,01:59 AM,Thursday,45,28913,40,01:49 PM,Saturday,35-44,Female,USA,322,882,308,4.5,Winter,Medium,Similar Movie A,Print Media,19867
660,Series,Fantasy,09-01-2024,01:52 PM,Friday,327,43076,57,01:11 PM,Saturday,25-34,Male,France,1743,439,200,2.5,Summer,Low,Similar Doc C,TV Ads,18017
661,Series,Action,08-03-2024,01:13 PM,Friday,138,43810,63,02:00 AM,Sunday,45-54,Male,Germany,396,685,691,2.9,Summer,High,Similar Romance F,30% off,6287
662,Movie,Drama,7/24/2024,01:20 AM,Sunday,143,18804,81,05:55 PM,Tuesday,25-34,Female,Canada,509,1343,1291,1.9,Spring,Medium,Similar Action D,Online Ads,14814
663,Series,Comedy,8/17/2024,11:00 PM,Thursday,488,84229,70,05:41 AM,Friday,18-24,Male,India,955,373,271,1.8,Winter,Medium,Similar Series B,Email Campaign,14364
664,Documentary,Sci-Fi,07-06-2024,03:11 AM,Saturday,110,71357,27,01:58 PM,Saturday,45-54,Male,Germany,913,1533,834,4.6,Fall,High,Similar Thriller H,TV Ads,6777
665,Documentary,Fantasy,8/18/2024,02:30 AM,Saturday,60,90689,30,11:57 PM,Sunday,18-24,Male,India,2402,1820,1232,1.3,Summer,Low,Similar Series B,Print Media,8422
666,Documentary,Romance,7/22/2024,01:14 AM,Tuesday,46,92207,29,06:35 PM,Friday,35-44,Female,UK,2095,1868,1388,3.4,Summer,Low,Similar Doc C,Social Media,13008
667,Documentary,Drama,8/22/2024,02:44 AM,Saturday,112,63306,43,04:31 PM,Saturday,25-34,Male,UK,1958,386,508,1.9,Spring,High,Similar Action D,TV Ads,1938
668,Series,Romance,08-12-2024,08:24 PM,Wednesday,291,54655,75,02:35 AM,Sunday,35-44,Female,Australia,2631,1993,592,4.8,Winter,High,Similar Series B,Online Ads,7662
669,Movie,Sci-Fi,8/30/2024,12:30 PM,Wednesday,180,37369,123,05:23 AM,Friday,45-54,Male,UK,2571,1455,157,3,Spring,Medium,Similar Thriller H,TV Ads,17203
670,Movie,Drama,7/20/2024,06:57 PM,Wednesday,174,32337,38,11:21 PM,Saturday,18-24,Male,Italy,968,27,1218,3,Summer,Medium,Similar Action D,Print Media,8972
671,Series,Comedy,09-03-2024,07:47 AM,Monday,386,67173,78,10:33 PM,Saturday,18-24,Male,Canada,728,1499,1016,2,Fall,Low,Similar History G,TV Ads,9849
672,Movie,Sci-Fi,07-02-2024,09:20 AM,Wednesday,131,57571,53,02:11 PM,Sunday,35-44,Male,India,500,1293,367,3,Spring,Low,Similar Romance F,Social Media,300
673,Documentary,Nature,8/25/2024,07:38 AM,Saturday,69,74682,41,08:48 AM,Tuesday,35-44,Female,Canada,175,1188,1442,1.1,Summer,Medium,Similar Sci-Fi E,Print Media,14402
674,Documentary,Fantasy,07-06-2024,01:55 PM,Wednesday,85,75754,53,12:01 PM,Friday,35-44,Female,Italy,2493,1005,303,4.9,Fall,Medium,Similar Romance F,Social Media,17563
675,Documentary,Nature,8/23/2024,01:59 PM,Thursday,102,23794,53,05:32 PM,Saturday,25-34,Male,UK,26,1790,867,2.7,Spring,Medium,Similar Doc C,Print Media,19353
676,Series,Fantasy,08-01-2024,07:53 AM,Sunday,142,88113,48,03:20 AM,Sunday,18-24,Female,India,1920,1462,462,1.9,Fall,Low,Similar Romance F,Social Media,7909
677,Series,History,07-10-2024,05:18 AM,Tuesday,957,39965,124,03:26 AM,Friday,35-44,Male,UK,1218,1033,844,1,Fall,Low,Similar Doc C,TV Ads,16447
678,Series,Thriller,07-01-2024,03:37 AM,Sunday,914,47730,72,08:25 PM,Saturday,18-24,Male,Germany,2834,244,913,2,Summer,Low,Similar History G,TV Ads,17692
679,Series,Action,7/21/2024,11:23 PM,Thursday,391,94571,101,09:48 PM,Saturday,45-54,Female,Germany,2930,145,183,2,Summer,Medium,Similar History G,Online Ads,6414
680,Documentary,Romance,8/16/2024,11:01 AM,Saturday,95,26059,46,02:20 PM,Sunday,25-34,Male,USA,2305,1164,691,3.1,Summer,Medium,Similar Series B,Online Ads,14681
681,Series,History,08-07-2024,02:06 PM,Wednesday,948,60587,60,04:16 PM,Tuesday,25-34,Male,UK,2395,42,732,3.1,Winter,High,Similar Romance F,Online Ads,6486
682,Series,Sci-Fi,8/20/2024,04:43 AM,Wednesday,430,23220,46,12:26 AM,Friday,45-54,Female,France,1678,968,437,3.3,Spring,High,Similar Series B,Email Campaign,1364
683,Series,History,8/18/2024,12:03 AM,Saturday,376,65283,84,07:26 AM,Saturday,35-44,Male,Australia,881,1729,725,3.7,Summer,Low,Similar Sci-Fi E,Email Campaign,17326
684,Documentary,Sci-Fi,07-04-2024,03:25 PM,Sunday,87,91409,42,05:49 AM,Sunday,25-34,Female,UK,59,1344,1470,1.3,Spring,Low,Similar History G,Online Ads,16768
685,Documentary,Romance,7/27/2024,04:40 PM,Wednesday,90,71378,34,09:09 AM,Friday,25-34,Male,Germany,1607,1897,900,1.4,Winter,Medium,Similar Action D,TV Ads,7922
686,Documentary,Thriller,09-10-2024,03:11 AM,Friday,94,24764,27,02:59 PM,Saturday,35-44,Female,UK,22,455,1165,1.4,Winter,High,Similar History G,30% off,17893
687,Documentary,History,8/24/2024,09:13 AM,Tuesday,47,27921,42,01:27 AM,Sunday,25-34,Female,Italy,319,1042,514,3.6,Fall,Medium,Similar Movie A,Print Media,10531
688,Movie,Comedy,08-04-2024,07:23 PM,Monday,153,21845,56,10:36 AM,Friday,25-34,Female,Australia,2165,1053,125,2.1,Summer,Medium,Similar History G,30% off,5888
689,Movie,History,9/14/2024,09:03 AM,Tuesday,92,47522,45,04:49 PM,Saturday,35-44,Male,Italy,71,1051,1193,2,Fall,Low,Similar Romance F,Online Ads,6430
690,Series,Comedy,8/17/2024,12:36 AM,Wednesday,1161,52769,116,05:19 PM,Saturday,25-34,Female,Australia,252,1013,609,2,Fall,High,Similar Thriller H,TV Ads,3887
691,Series,Drama,8/21/2024,04:22 AM,Sunday,1215,11058,46,12:45 AM,Sunday,18-24,Female,Australia,2567,508,232,3,Spring,Low,Similar Series B,Print Media,7037
692,Movie,Fantasy,07-05-2024,11:54 AM,Wednesday,173,49815,128,05:00 PM,Tuesday,25-34,Female,Italy,1278,352,151,3.7,Winter,High,Similar Thriller H,Online Ads,1453
693,Documentary,Thriller,8/24/2024,05:15 PM,Friday,71,93363,48,09:05 PM,Friday,45-54,Male,Italy,2945,18,929,3.8,Summer,Low,Similar Movie A,30% off,9483
694,Series,Action,7/25/2024,04:18 AM,Friday,655,18745,90,05:34 AM,Saturday,35-44,Female,Australia,2545,975,13,4.4,Summer,Medium,Similar History G,Print Media,19944
695,Documentary,Nature,8/21/2024,11:32 AM,Sunday,88,84222,39,02:13 AM,Sunday,35-44,Male,Germany,48,185,914,3.9,Fall,High,Similar Action D,30% off,12663
696,Documentary,Drama,08-06-2024,03:41 PM,Monday,111,28683,52,12:18 AM,Friday,18-24,Female,France,430,259,682,3.1,Spring,Medium,Similar Movie A,Online Ads,7703
697,Movie,Sci-Fi,7/18/2024,09:52 AM,Saturday,189,38121,79,07:03 PM,Saturday,35-44,Female,USA,2916,253,941,4.5,Summer,Medium,Similar History G,Email Campaign,444
698,Series,Nature,09-05-2024,08:00 PM,Friday,154,49165,77,09:42 PM,Saturday,45-54,Male,UK,2504,189,1346,3.1,Fall,High,Similar Movie A,TV Ads,16795
699,Series,Thriller,07-09-2024,08:02 PM,Sunday,850,81696,91,04:27 PM,Sunday,25-34,Male,Australia,2091,24,234,2.8,Winter,Low,Similar Series B,TV Ads,16655
700,Series,Thriller,7/23/2024,10:52 AM,Thursday,269,11634,28,04:01 AM,Tuesday,45-54,Male,UK,2132,1268,1141,3.5,Winter,Low,Similar Thriller H,Online Ads,1229
701,Documentary,Drama,8/20/2024,02:51 AM,Sunday,59,42975,32,07:02 AM,Friday,35-44,Female,Canada,2862,22,288,3,Summer,High,Similar Sci-Fi E,Print Media,4356
702,Movie,Thriller,8/29/2024,09:26 PM,Saturday,119,19583,79,10:16 PM,Saturday,25-34,Female,Canada,1753,172,87,3.6,Spring,Low,Similar Doc C,Email Campaign,16726
703,Documentary,Fantasy,08-02-2024,11:54 PM,Monday,103,91281,51,12:05 AM,Sunday,25-34,Male,UK,841,1437,1295,1.5,Winter,Medium,Similar Thriller H,30% off,13975
704,Documentary,Nature,09-07-2024,10:38 AM,Thursday,51,46450,53,05:17 AM,Friday,18-24,Female,India,2268,861,1487,2.5,Summer,High,Similar Thriller H,Print Media,6485
705,Documentary,Fantasy,7/14/2024,08:07 PM,Wednesday,84,28916,44,06:58 AM,Saturday,18-24,Female,Canada,359,1979,751,1.3,Spring,High,Similar Doc C,Social Media,1153
706,Movie,Thriller,7/19/2024,02:49 PM,Monday,91,38939,27,07:13 AM,Sunday,25-34,Male,Canada,2849,1982,1105,2,Spring,Low,Similar Action D,Online Ads,6740
707,Series,History,08-11-2024,11:16 PM,Wednesday,948,33027,54,03:39 PM,Friday,45-54,Female,UK,257,432,1235,3.9,Spring,Low,Similar History G,Email Campaign,4024
708,Movie,Thriller,09-05-2024,01:50 AM,Sunday,138,44898,35,01:11 PM,Saturday,18-24,Female,Canada,2930,845,1210,1.8,Winter,High,Similar Movie A,Social Media,10397
709,Series,Comedy,8/28/2024,03:11 PM,Friday,1016,14975,62,05:03 AM,Saturday,35-44,Female,France,2268,1527,905,2.4,Fall,Medium,Similar Movie A,TV Ads,1569
710,Documentary,Drama,09-11-2024,05:08 PM,Sunday,96,17020,26,02:51 AM,Sunday,45-54,Male,Australia,1376,313,276,3.6,Spring,Medium,Similar Romance F,TV Ads,14342
711,Movie,Fantasy,7/23/2024,01:38 AM,Tuesday,147,69482,51,10:59 PM,Tuesday,18-24,Male,India,2674,1563,409,3.1,Spring,High,Similar Romance F,30% off,1475
712,Documentary,Action,07-07-2024,10:19 PM,Monday,76,45924,48,02:37 AM,Friday,18-24,Female,Italy,241,124,63,3.5,Summer,Low,Similar Series B,Online Ads,3862
713,Movie,Action,07-03-2024,06:00 PM,Wednesday,105,3290,35,05:18 PM,Saturday,25-34,Female,India,238,1087,214,4.1,Winter,Medium,Similar Thriller H,Email Campaign,2903
714,Series,Thriller,7/20/2024,02:53 PM,Wednesday,491,92176,56,04:24 PM,Sunday,45-54,Female,Canada,535,1109,452,1.2,Spring,High,Similar Romance F,TV Ads,8249
715,Series,Thriller,8/18/2024,08:04 PM,Monday,1031,68036,111,03:18 AM,Friday,18-24,Female,France,1510,752,829,2,Spring,High,Similar History G,Email Campaign,7148
716,Series,Fantasy,08-12-2024,07:20 PM,Wednesday,170,18667,111,08:28 AM,Saturday,25-34,Male,Canada,909,982,207,4.3,Fall,Medium,Similar Movie A,30% off,10286
717,Series,Romance,09-05-2024,04:45 PM,Wednesday,970,45839,26,12:23 AM,Saturday,45-54,Female,Italy,1202,1981,34,2,Summer,Medium,Similar Action D,Email Campaign,16544
718,Documentary,Fantasy,7/18/2024,05:40 PM,Friday,81,54852,29,01:25 PM,Sunday,18-24,Male,Italy,448,131,703,3,Fall,High,Similar Action D,30% off,8685
719,Documentary,Action,08-10-2024,05:46 AM,Tuesday,77,19788,27,09:52 PM,Tuesday,18-24,Male,France,533,1823,1116,3.5,Winter,High,Similar Doc C,TV Ads,4039
720,Series,Comedy,8/13/2024,07:20 AM,Friday,582,81250,42,03:45 AM,Friday,45-54,Male,UK,500,778,1361,1.7,Winter,Low,Similar Thriller H,30% off,12183
721,Series,Fantasy,08-08-2024,09:54 AM,Saturday,872,9461,84,10:06 AM,Saturday,35-44,Female,France,1678,252,409,4.4,Winter,Low,Similar Series B,Online Ads,17772
722,Documentary,Action,08-07-2024,04:59 AM,Tuesday,49,88007,26,02:24 AM,Sunday,35-44,Male,USA,467,1580,1415,1.9,Winter,Low,Similar Romance F,Social Media,19377
723,Documentary,Thriller,8/18/2024,04:14 PM,Sunday,69,75020,33,12:58 AM,Friday,25-34,Female,France,1335,883,502,2.5,Spring,High,Similar Movie A,Social Media,14135
724,Series,History,09-02-2024,10:20 AM,Sunday,791,28161,35,06:24 AM,Saturday,45-54,Female,Australia,2559,629,1387,1,Fall,Low,Similar Series B,Online Ads,9343
725,Movie,Nature,08-11-2024,04:18 AM,Monday,162,97282,32,12:47 AM,Sunday,35-44,Male,Germany,2288,1996,1373,3,Fall,Medium,Similar Thriller H,Email Campaign,9489
726,Documentary,Sci-Fi,07-04-2024,02:54 PM,Saturday,49,92382,26,01:06 PM,Friday,25-34,Male,USA,359,283,255,2.5,Fall,Medium,Similar Series B,Social Media,9561
727,Movie,Action,07-05-2024,04:54 AM,Sunday,199,31301,39,12:40 AM,Saturday,35-44,Male,Italy,615,1375,114,2.2,Winter,Low,Similar Romance F,Email Campaign,3659
728,Series,Action,7/26/2024,07:31 AM,Wednesday,380,96118,38,03:57 AM,Saturday,18-24,Male,Australia,338,1490,521,1.4,Spring,Low,Similar History G,30% off,16428
729,Series,Fantasy,07-05-2024,04:45 AM,Monday,564,32945,78,05:06 PM,Sunday,35-44,Male,Germany,259,264,18,4.8,Summer,High,Similar Doc C,Social Media,5647
730,Series,Nature,07-07-2024,02:32 PM,Wednesday,1082,32570,115,04:52 AM,Tuesday,18-24,Male,UK,2961,749,828,3.1,Winter,Medium,Similar Doc C,Print Media,3950
731,Documentary,History,8/18/2024,06:26 PM,Thursday,52,72430,32,09:54 AM,Friday,35-44,Male,USA,1947,1938,574,1.6,Spring,Low,Similar Movie A,Email Campaign,16495
732,Movie,Comedy,8/19/2024,10:28 AM,Thursday,111,75335,50,10:33 AM,Saturday,35-44,Female,Australia,1536,1188,903,1.7,Winter,Low,Similar Action D,30% off,16944
733,Documentary,Romance,09-04-2024,01:08 PM,Wednesday,59,24402,48,04:49 PM,Sunday,35-44,Female,India,211,1941,134,3.9,Summer,Low,Similar History G,Email Campaign,4798
734,Series,Fantasy,7/24/2024,01:36 PM,Thursday,875,41951,90,10:57 AM,Friday,25-34,Female,Australia,2398,932,1067,3.3,Summer,Low,Similar Sci-Fi E,Social Media,4582
735,Movie,Thriller,07-03-2024,06:22 PM,Saturday,195,73594,126,02:49 PM,Saturday,25-34,Female,Australia,1798,1733,1031,2,Spring,Medium,Similar Romance F,Social Media,9556
736,Series,History,7/26/2024,02:15 PM,Wednesday,904,54564,85,05:56 AM,Saturday,18-24,Male,Canada,1634,284,557,3.6,Winter,Low,Similar Sci-Fi E,TV Ads,14989
737,Documentary,Action,08-08-2024,01:14 AM,Sunday,89,47938,52,08:40 AM,Sunday,45-54,Female,France,2504,558,1398,4.5,Spring,Medium,Similar Series B,Social Media,7070
738,Documentary,Nature,9/13/2024,12:05 PM,Saturday,120,4943,88,03:30 PM,Tuesday,45-54,Female,Italy,1419,1782,321,1,Winter,Medium,Similar Series B,Social Media,15135
